Command,Chromosome,Sample_Size,Time_Taken,Memory_Used_MB,Input_file_size
random_access,20,200,0:00.05,35688,9214128
random_access,20,200,0:00.11,57116,9214128
random_access,20,200,0:00.11,57148,9214128
compress,20,250,0:17.18,333708,834988135
decompress,20,250,0:06.25,551012,10173451
random_access,20,250,0:00.12,57648,10173451
random_access,20,250,0:00.15,57584,10173451
random_access,20,250,0:00.12,57432,10173451
compress,20,250,0:17.45,329308,834988135
decompress,20,250,0:06.15,563000,10173451
random_access,20,250,0:00.11,57460,10173451
random_access,20,250,0:00.16,57492,10173451
random_access,20,250,0:00.11,57420,10173451
compress,20,250,0:14.89,330980,834988135
decompress,20,250,0:06.00,559340,10173451
random_access,20,250,0:00.14,57648,10173451
random_access,20,250,0:00.14,57552,10173451
random_access,20,250,0:00.14,57444,10173451
compress,20,500,0:39.53,402160,2039672407
decompress,20,500,0:11.24,650144,14195711
random_access,20,500,0:00.14,58004,14195711
random_access,20,500,0:00.15,58072,14195711
random_access,20,500,0:00.12,57512,14195711
compress,20,500,0:29.70,366832,2039672407
decompress,20,500,0:11.62,624372,14195711
random_access,20,500,0:00.16,57860,14195711
random_access,20,500,0:00.16,58072,14195711
random_access,20,500,0:00.12,57504,14195711
compress,20,500,0:38.39,369188,2039672407
decompress,20,500,0:11.28,646820,14195711
random_access,20,500,0:00.14,58100,14195711
random_access,20,500,0:00.14,57996,14195711
random_access,20,500,0:00.12,57528,14195711
compress,20,750,1:01.79,418300,3479121650
decompress,20,750,0:16.56,524064,17605397
random_access,20,750,0:00.09,38784,17605397
random_access,20,750,0:00.11,38740,17605397
random_access,20,750,0:00.10,38744,17605397
compress,20,750,1:04.07,409660,3479121650
decompress,20,750,0:16.82,521588,17605397
random_access,20,750,0:00.11,38828,17605397
random_access,20,750,0:00.11,38600,17605397
random_access,20,750,0:00.11,38796,17605397
compress,20,750,1:01.69,406252,3479121650
decompress,20,750,0:17.89,531432,17605397
random_access,20,750,0:00.08,38600,17605397
random_access,20,750,0:00.13,38616,17605397
random_access,20,750,0:00.07,38652,17605397
compress,20,1000,1:27.54,432500,5126594838
decompress,20,1000,0:25.47,562404,20787882
random_access,20,1000,0:00.12,39192,20787882
random_access,20,1000,0:00.11,39720,20787882
random_access,20,1000,0:00.14,39248,20787882
compress,20,1000,1:29.62,440668,5126594838
decompress,20,1000,0:23.01,567640,20787882
random_access,20,1000,0:00.10,38960,20787882
random_access,20,1000,0:00.11,39876,20787882
random_access,20,1000,0:00.11,39324,20787882
compress,20,1000,1:28.92,422668,5126594838
decompress,20,1000,0:24.99,557696,20787882
random_access,20,1000,0:00.09,39080,20787882
random_access,20,1000,0:00.13,39844,20787882
random_access,20,1000,0:00.10,39400,20787882
compress,20,1500,2:26.17,445320,8948893809
decompress,20,1500,0:40.75,602888,26725601
random_access,20,1500,0:00.11,39572,26725601
random_access,20,1500,0:00.11,38832,26725601
random_access,20,1500,0:00.14,39020,26725601
compress,20,1500,2:33.17,444840,8948893809
decompress,20,1500,0:43.43,625740,26725601
random_access,20,1500,0:00.15,39604,26725601
random_access,20,1500,0:00.10,38712,26725601
random_access,20,1500,0:00.10,39072,26725601
compress,20,1500,2:36.50,442632,8948893809
decompress,20,1500,0:42.77,606624,26725601
random_access,20,1500,0:00.11,39532,26725601
random_access,20,1500,0:00.09,38820,26725601
random_access,20,1500,0:00.11,39180,26725601
compress,20,2000,4:02.76,511168,13401230750
decompress,20,2000,1:02.12,665672,32241753
random_access,20,2000,0:00.12,41544,32241753
random_access,20,2000,0:00.10,41820,32241753
random_access,20,2000,0:00.18,41584,32241753
compress,20,2000,3:59.25,524236,13401230750
decompress,20,2000,1:01.10,686952,32241753
random_access,20,2000,0:00.11,41288,32241753
random_access,20,2000,0:00.13,41660,32241753
random_access,20,2000,0:00.17,41644,32241753
compress,20,2000,3:55.19,525200,13401230750
decompress,20,2000,1:02.65,703144,32241753
random_access,20,2000,0:00.11,41532,32241753
random_access,20,2000,0:00.10,41908,32241753
random_access,20,2000,0:00.15,41488,32241753
compress,20,2500,5:35.50,552724,18323913135
decompress,20,2500,1:22.16,621672,37979259
random_access,20,2500,0:00.11,32444,37979259
random_access,20,2500,0:00.07,31344,37979259
random_access,20,2500,0:00.09,32296,37979259
compress,20,2500,5:19.20,545480,18323913135
decompress,20,2500,1:21.72,596556,37979259
random_access,20,2500,0:00.10,32468,37979259
random_access,20,2500,0:00.08,31424,37979259
random_access,20,2500,0:00.08,32228,37979259
compress,20,2500,5:20.79,547240,18323913135
decompress,20,2500,1:22.35,612884,37979259
random_access,20,2500,0:00.09,32304,37979259
random_access,20,2500,0:00.06,31372,37979259
random_access,20,2500,0:00.09,32404,37979259
compress,19,1,0:01.27,82796,18316527
decompress,19,1,0:00.59,252092,1480963
random_access,19,1,0:00.08,55888,1480963
random_access,19,1,0:00.06,48608,1480963
random_access,19,1,0:00.07,55752,1480963
compress,19,1,0:01.32,82380,18316527
decompress,19,1,0:00.57,252404,1480962
random_access,19,1,0:00.09,55808,1480962
random_access,19,1,0:00.08,48496,1480962
random_access,19,1,0:00.07,55728,1480962
compress,19,1,0:01.31,82964,18316527
decompress,19,1,0:00.58,252112,1480962
random_access,19,1,0:00.06,55732,1480962
random_access,19,1,0:00.06,48440,1480962
random_access,19,1,0:00.08,55836,1480962
compress,19,2,0:01.69,87104,26338679
decompress,19,2,0:00.73,305476,2107983
random_access,19,2,0:00.06,54312,2107983
random_access,19,2,0:00.10,54384,2107983
random_access,19,2,0:00.08,54316,2107983
compress,19,2,0:01.74,88172,26338679
decompress,19,2,0:00.71,304576,2107983
random_access,19,2,0:00.08,54316,2107983
random_access,19,2,0:00.12,54164,2107983
random_access,19,2,0:00.10,54228,2107983
compress,19,2,0:01.72,89032,26338679
decompress,19,2,0:00.75,302708,2107983
random_access,19,2,0:00.08,54212,2107983
random_access,19,2,0:00.12,54228,2107983
random_access,19,2,0:00.10,54160,2107983
compress,19,5,0:01.86,101832,33547750
decompress,19,5,0:00.91,315996,2613270
random_access,19,5,0:00.09,53492,2613270
random_access,19,5,0:00.08,53532,2613270
random_access,19,5,0:00.09,53060,2613270
compress,19,5,0:01.99,103420,33547750
decompress,19,5,0:00.84,303404,2613266
random_access,19,5,0:00.09,53516,2613266
random_access,19,5,0:00.12,53496,2613266
random_access,19,5,0:00.07,53180,2613266
compress,19,5,0:01.97,101216,33547750
decompress,19,5,0:00.90,302260,2613270
random_access,19,5,0:00.07,53560,2613270
random_access,19,5,0:00.10,53592,2613270
random_access,19,5,0:00.11,52956,2613270
compress,19,10,0:02.13,98128,39772757
decompress,19,10,0:01.01,319204,2845108
random_access,19,10,0:00.12,56464,2845108
random_access,19,10,0:00.07,56392,2845108
random_access,19,10,0:00.10,56504,2845108
compress,19,10,0:02.05,113560,39772757
decompress,19,10,0:00.90,320648,2845099
random_access,19,10,0:00.08,55896,2845099
random_access,19,10,0:00.07,56564,2845099
random_access,19,10,0:00.08,56452,2845099
compress,19,10,0:01.98,107936,39772757
decompress,19,10,0:00.99,320452,2845098
random_access,19,10,0:00.08,56436,2845098
random_access,19,10,0:00.10,56520,2845098
random_access,19,10,0:00.10,56428,2845098
compress,19,15,0:02.56,119904,60653645
decompress,19,15,0:01.32,360400,3855873
random_access,19,15,0:00.11,56448,3855873
random_access,19,15,0:00.11,56264,3855873
random_access,19,15,0:00.07,56388,3855873
compress,19,15,0:02.71,117060,60653645
decompress,19,15,0:01.23,355260,3855873
random_access,19,15,0:00.08,56412,3855873
random_access,19,15,0:00.10,56416,3855873
random_access,19,15,0:00.12,56480,3855873
compress,19,15,0:02.57,115956,60653645
decompress,19,15,0:01.30,360500,3855873
random_access,19,15,0:00.10,56544,3855873
random_access,19,15,0:00.12,56264,3855873
random_access,19,15,0:00.10,56440,3855873
compress,19,25,0:02.82,130996,88254346
decompress,19,25,0:01.55,379740,4704062
random_access,19,25,0:00.12,56896,4704062
random_access,19,25,0:00.08,56852,4704062
random_access,19,25,0:00.10,56884,4704062
compress,19,25,0:03.34,135684,88254346
decompress,19,25,0:01.65,389084,4704062
random_access,19,25,0:00.10,56940,4704062
random_access,19,25,0:00.10,56744,4704062
random_access,19,25,0:00.12,56756,4704062
compress,19,25,0:03.55,139520,88254346
decompress,19,25,0:01.55,390076,4704062
random_access,19,25,0:00.09,56956,4704062
random_access,19,25,0:00.12,57036,4704062
random_access,19,25,0:00.11,56404,4704062
compress,19,50,0:03.90,183980,151678155
decompress,19,50,0:02.17,414536,5820765
random_access,19,50,0:00.10,56940,5820765
random_access,19,50,0:00.09,57008,5820765
random_access,19,50,0:00.11,56992,5820765
compress,19,50,0:03.77,184672,151678155
decompress,19,50,0:02.16,419792,5820765
random_access,19,50,0:00.13,56900,5820765
random_access,19,50,0:00.12,56868,5820765
random_access,19,50,0:00.11,56936,5820765
compress,19,50,0:04.71,173364,151678155
decompress,19,50,0:02.14,412588,5820767
random_access,19,50,0:00.09,57100,5820767
random_access,19,50,0:00.09,56960,5820767
random_access,19,50,0:00.11,57096,5820767
compress,19,100,0:06.69,277024,289331952
decompress,19,100,0:03.22,473332,7234335
random_access,19,100,0:00.10,56972,7234335
random_access,19,100,0:00.10,57084,7234335
random_access,19,100,0:00.11,57164,7234335
compress,19,100,0:05.75,260208,289331952
decompress,19,100,0:03.24,473088,7234335
random_access,19,100,0:00.19,56960,7234335
random_access,19,100,0:00.11,57024,7234335
random_access,19,100,0:00.11,57036,7234335
compress,19,100,0:06.75,268192,289331952
decompress,19,100,0:03.25,465564,7234335
random_access,19,100,0:00.12,57004,7234335
random_access,19,100,0:00.12,57004,7234335
random_access,19,100,0:00.11,57116,7234335
compress,19,150,0:11.85,320452,484223568
decompress,19,150,0:04.50,518452,8937727
random_access,19,150,0:00.13,57252,8937727
random_access,19,150,0:00.11,57100,8937727
random_access,19,150,0:00.11,57316,8937727
compress,19,150,0:11.35,316440,484223568
decompress,19,150,0:04.47,504884,8937727
random_access,19,150,0:00.11,57172,8937727
random_access,19,150,0:00.11,57112,8937727
random_access,19,150,0:00.12,57296,8937727
compress,19,150,0:11.27,317820,484223568
decompress,19,150,0:04.50,487940,8937727
random_access,19,150,0:00.12,57208,8937727
random_access,19,150,0:00.15,57160,8937727
random_access,19,150,0:00.16,57292,8937727
compress,19,200,0:11.29,322948,670007518
decompress,19,200,0:05.47,543372,9970566
random_access,19,200,0:00.12,56508,9970566
random_access,19,200,0:00.13,57188,9970566
random_access,19,200,0:00.13,57160,9970566
compress,19,200,0:15.14,333944,670007518
decompress,19,200,0:05.32,548692,9970566
random_access,19,200,0:00.13,56576,9970566
random_access,19,200,0:00.14,57264,9970566
random_access,19,200,0:00.11,57216,9970566
compress,19,200,0:13.89,314052,670007518
decompress,19,200,0:05.53,513048,9970566
random_access,19,200,0:00.15,56348,9970566
random_access,19,200,0:00.13,57416,9970566
random_access,19,200,0:00.12,57044,9970566
compress,19,250,0:15.67,318764,861644218
decompress,19,250,0:06.44,561836,10807283
random_access,19,250,0:00.16,58132,10807283
random_access,19,250,0:00.17,57648,10807283
random_access,19,250,0:00.14,57448,10807283
compress,19,250,0:17.92,321020,861644218
decompress,19,250,0:06.32,545828,10807283
random_access,19,250,0:00.13,58008,10807283
random_access,19,250,0:00.13,57476,10807283
random_access,19,250,0:00.13,57584,10807283
compress,19,250,0:16.84,336348,861644218
decompress,19,250,0:06.34,547752,10807283
random_access,19,250,0:00.13,58008,10807283
random_access,19,250,0:00.14,57668,10807283
random_access,19,250,0:00.15,57576,10807283
compress,19,500,0:40.69,369252,2103532844
decompress,19,500,0:11.88,640640,15193539
random_access,19,500,0:00.13,57496,15193539
random_access,19,500,0:00.05,28116,15193539
random_access,19,500,0:00.15,57644,15193539
compress,19,500,0:39.75,369376,2103532844
decompress,19,500,0:11.92,646600,15193539
random_access,19,500,0:00.13,57612,15193539
random_access,19,500,0:00.04,28048,15193539
random_access,19,500,0:00.16,57532,15193539
compress,19,500,0:39.94,363852,2103532844
decompress,19,500,0:11.82,616992,15193539
random_access,19,500,0:00.14,57440,15193539
random_access,19,500,0:00.07,28120,15193539
random_access,19,500,0:00.15,57384,15193539
compress,19,750,0:59.51,426204,3549466421
decompress,19,750,0:18.18,525096,18998364
random_access,19,750,0:00.09,39004,18998364
random_access,19,750,0:00.11,38848,18998364
random_access,19,750,0:00.07,38800,18998364
compress,19,750,1:06.44,428288,3549466421
decompress,19,750,0:18.37,518460,18998364
random_access,19,750,0:00.09,38908,18998364
random_access,19,750,0:00.10,39024,18998364
random_access,19,750,0:00.08,38816,18998364
compress,19,750,1:02.80,411400,3549466421
decompress,19,750,0:18.59,535888,18998364
random_access,19,750,0:00.10,38868,18998364
random_access,19,750,0:00.14,38912,18998364
random_access,19,750,0:00.10,38856,18998364
compress,19,1000,1:27.25,443076,5247010636
decompress,19,1000,0:25.15,573620,22516587
random_access,19,1000,0:00.08,39332,22516587
random_access,19,1000,0:00.10,39836,22516587
random_access,19,1000,0:00.08,39432,22516587
compress,19,1000,1:29.15,440960,5247010636
decompress,19,1000,0:25.40,566956,22516587
random_access,19,1000,0:00.10,39260,22516587
random_access,19,1000,0:00.15,39856,22516587
random_access,19,1000,0:00.13,39560,22516587
compress,19,1000,1:28.62,440980,5247010636
decompress,19,1000,0:25.33,554488,22516587
random_access,19,1000,0:00.08,39424,22516587
random_access,19,1000,0:00.12,39712,22516587
random_access,19,1000,0:00.11,39492,22516587
compress,19,1500,2:38.10,437980,9099368918
decompress,19,1500,0:43.66,621184,29102058
random_access,19,1500,0:00.13,40828,29102058
random_access,19,1500,0:00.13,39536,29102058
random_access,19,1500,0:00.11,39972,29102058
compress,19,1500,2:41.95,432808,9099368918
decompress,19,1500,0:43.64,626276,29102060
random_access,19,1500,0:00.15,40812,29102060
random_access,19,1500,0:00.12,39484,29102060
random_access,19,1500,0:00.13,40004,29102060
compress,19,1500,2:39.57,428812,9099368918
decompress,19,1500,0:43.47,625036,29102058
random_access,19,1500,0:00.15,40920,29102058
random_access,19,1500,0:00.11,39656,29102058
random_access,19,1500,0:00.13,39840,29102058
compress,19,2000,4:07.51,523056,13559447379
decompress,19,2000,1:03.22,689824,35624207
random_access,19,2000,0:00.11,41028,35624207
random_access,19,2000,0:00.16,42420,35624207
random_access,19,2000,0:00.12,41932,35624207
compress,19,2000,3:51.54,527220,13559447379
decompress,19,2000,1:03.14,718232,35624207
random_access,19,2000,0:00.12,41172,35624207
random_access,19,2000,0:00.16,42348,35624207
random_access,19,2000,0:00.13,41864,35624207
compress,19,2000,3:50.46,509796,13559447379
decompress,19,2000,1:02.84,722700,35624207
random_access,19,2000,0:00.15,41044,35624207
random_access,19,2000,0:00.12,42384,35624207
random_access,19,2000,0:00.12,41944,35624207
compress,19,2500,4:56.18,549732,18535486430
decompress,19,2500,1:23.42,577048,41871300
random_access,19,2500,0:00.06,32148,41871300
random_access,19,2500,0:00.06,31360,41871300
random_access,19,2500,0:00.10,32756,41871300
compress,19,2500,5:21.30,554304,18535486430
decompress,19,2500,1:23.51,624460,41871300
random_access,19,2500,0:00.11,32276,41871300
random_access,19,2500,0:00.06,31228,41871300
random_access,19,2500,0:00.09,32840,41871300
compress,19,2500,5:20.82,557372,18535486430
decompress,19,2500,1:23.47,619120,41871300
random_access,19,2500,0:00.07,32156,41871300
random_access,19,2500,0:00.07,31224,41871300
random_access,19,2500,0:00.10,32888,41871300
compress,18,1,0:01.54,88388,18913606
decompress,18,1,0:00.54,259628,1554083
random_access,18,1,0:00.06,55756,1554083
random_access,18,1,0:00.06,50332,1554083
random_access,18,1,0:00.07,55764,1554083
compress,18,1,0:01.35,83008,18913606
decompress,18,1,0:00.52,259488,1554082
random_access,18,1,0:00.07,55920,1554082
random_access,18,1,0:00.06,50400,1554082
random_access,18,1,0:00.06,55856,1554082
compress,18,1,0:01.37,87380,18913606
decompress,18,1,0:00.59,259396,1554082
random_access,18,1,0:00.07,55880,1554082
random_access,18,1,0:00.07,50428,1554082
random_access,18,1,0:00.07,55912,1554082
compress,18,2,0:01.85,94008,30652480
decompress,18,2,0:00.92,315780,2477947
random_access,18,2,0:00.07,54256,2477947
random_access,18,2,0:00.09,54428,2477947
random_access,18,2,0:00.07,53236,2477947
compress,18,2,0:01.88,93684,30652480
decompress,18,2,0:00.83,315860,2477947
random_access,18,2,0:00.08,54296,2477947
random_access,18,2,0:00.08,54308,2477947
random_access,18,2,0:00.06,53100,2477947
compress,18,2,0:01.81,94384,30652480
decompress,18,2,0:00.84,316792,2477947
random_access,18,2,0:00.08,54272,2477947
random_access,18,2,0:00.09,54220,2477947
random_access,18,2,0:00.08,53144,2477947
compress,18,5,0:02.07,121004,42800536
decompress,18,5,0:01.03,331716,3302828
random_access,18,5,0:00.07,53212,3302828
random_access,18,5,0:00.09,47028,3302828
random_access,18,5,0:00.07,53332,3302828
compress,18,5,0:02.19,118616,42800536
decompress,18,5,0:01.04,343796,3302823
random_access,18,5,0:00.09,53492,3302823
random_access,18,5,0:00.07,46960,3302823
random_access,18,5,0:00.08,53416,3302823
compress,18,5,0:02.20,111656,42800536
decompress,18,5,0:01.03,332308,3302830
random_access,18,5,0:00.07,53496,3302830
random_access,18,5,0:00.11,47044,3302830
random_access,18,5,0:00.08,53460,3302830
compress,18,10,0:02.55,153492,59410780
decompress,18,10,0:01.32,361580,4140435
random_access,18,10,0:00.08,56508,4140435
random_access,18,10,0:00.10,56484,4140435
random_access,18,10,0:00.08,56628,4140435
compress,18,10,0:02.69,148228,59410780
